Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
518733,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410.0,Rockaways,2012-2014,01/02/2012,9.4,
629173,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,210.0,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,8.5,
667220,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,Winter 2019-20,12/01/2019,32.1,
216533,386,Ozone (O3),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2012,06/01/2012,34.6,
334300,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Annual Average 2015,01/01/2015,8.9,
649944,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2018-19,12/01/2018,8.0,
334232,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2015,06/01/2015,10.5,
669857,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2019-20,12/01/2019,7.2,
170328,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2011,12/01/2010,10.2,
669946,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2020,01/01/2020,6.3,
650034,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2018-19,12/01/2018,7.6,
170310,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),Annual Average 2011,12/01/2010,10.0,
334231,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Annual Average 2015,01/01/2015,9.9,
628877,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2015-2017,01/01/2015,62.6,
827855,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406.0,Fresh Meadows,2017-2019,01/01/2017,57.0,
649722,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,7.6,
178400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Annual Average 2009,12/01/2008,10.7,
333955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Annual Average 2015,01/01/2015,9.1,
179852,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306.0,Chelsea - Clinton,2015,01/01/2015,4.9,
179751,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,302.0,Central Harlem - Morningside Heights,2015,01/01/2015,77.8,
179756,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,306.0,Chelsea - Clinton,2015,01/01/2015,181.5,
179741,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,202.0,Downtown - Heights - Slope,2015,01/01/2015,32.5,
179837,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,202.0,Downtown - Heights - Slope,2015,01/01/2015,0.2,
179847,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,302.0,Central Harlem - Morningside Heights,2015,01/01/2015,1.6,
179729,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,406.0,Fresh Meadows,2015,01/01/2015,14.3,
669682,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2020,01/01/2020,6.0,
649860,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,Winter 2018-19,12/01/2018,6.9,
628966,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102.0,Northeast Bronx,2015-2017,01/01/2015,33.3,
412584,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2016,06/01/2016,14.0,
412622,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Winter 2015-16,12/01/2015,22.9,
221851,386,Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2011,06/01/2011,32.7,
221850,386,Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2010,06/01/2010,33.3,
173745,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Summer 2013,06/01/2013,10.2,
410893,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2016,12/31/2015,7.6,
172149,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,17.0,
412590,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,13.3,
172134,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,Summer 2010,06/01/2010,14.9,
174123,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,11.4,
211974,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Summer 2014,06/01/2014,9.6,
410899,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Annual Average 2016,12/31/2015,7.1,
742325,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,8.3,
823362,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Winter 2021-22,12/01/2021,6.4,
173747,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,9.8,
179828,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,201.0,Greenpoint,2015,01/01/2015,0.0,
151575,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101.0,Kingsbridge - Riverdale,2009-2011,01/01/2009,7.5,
131401,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501.0,Port Richmond,2009-2011,01/01/2009,64.5,
518974,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501.0,Port Richmond,2012-2014,01/02/2012,54.0,
628935,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301.0,Washington Heights,2015-2017,01/01/2015,42.6,
518559,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2012-2014,01/02/2012,32.1,
628924,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2015-2017,01/01/2015,27.6,
518570,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301.0,Washington Heights,2012-2014,01/02/2012,47.2,
518724,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401.0,Long Island City - Astoria,2012-2014,01/02/2012,4.2,
518703,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,201.0,Greenpoint,2012-2014,01/02/2012,3.5,
629175,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301.0,Washington Heights,2015-2017,01/01/2015,3.3,
629185,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401.0,Long Island City - Astoria,2015-2017,01/01/2015,4.3,
518714,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301.0,Washington Heights,2012-2014,01/02/2012,3.9,
629195,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501.0,Port Richmond,2015-2017,01/01/2015,5.2,
221878,386,Ozone (O3),Mean,ppb,UHF34,211.0,Williamsburg - Bushwick,Summer 2014,06/01/2014,30.4,
336575,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2015,06/01/2015,16.7,
175424,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2012-13,12/01/2012,27.7,
216587,386,Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2012,06/01/2012,34.8,
216588,386,Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,32.3,
667658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2019-20,12/01/2019,21.6,
336827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Summer 2015,06/01/2015,14.8,
518561,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203.0,Bedford Stuyvesant - Crown Heights,2012-2014,01/02/2012,124.3,
628919,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2015-2017,01/01/2015,85.5,
518563,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205.0,Sunset Park,2012-2014,01/02/2012,33.1,
518716,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303.0,East Harlem,2012-2014,01/02/2012,5.3,
629189,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,405.0,Ridgewood - Forest Hills,2015-2017,01/01/2015,5.3,
629159,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,103.0,Fordham - Bronx Pk,2015-2017,01/01/2015,4.0,
518700,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,105.0,Crotona -Tremont,2012-2014,01/02/2012,3.4,
629177,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303.0,East Harlem,2015-2017,01/01/2015,5.2,
629179,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2015-2017,01/01/2015,3.8,
518582,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2012-2014,01/02/2012,13.5,
628947,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2015-2017,01/01/2015,11.9,
175426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,27.1,
176560,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,25.2,
743646,386,Ozone (O3),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,27.3,
336815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2015,06/01/2015,16.6,
167585,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,24.4,
179815,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503.0,Willowbrook,2015,01/01/2015,0.0,
179731,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,403.0,Flushing - Clearview,2015,01/01/2015,17.0,
174243,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Annual Average 2012,12/01/2011,8.4,
823358,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2022,06/01/2022,5.7,
177339,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Winter 2012-13,12/01/2012,10.1,
178473,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Annual Average 2010,12/01/2009,9.5,
334019,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2015,06/01/2015,10.9,
166022,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Winter 2012-13,12/01/2012,25.0,
167615,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2010,12/01/2009,23.5,
165978,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Winter 2012-13,12/01/2012,33.8,
518860,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,303.0,East Harlem,2012-2014,01/02/2012,20.7,
518870,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2012-2014,01/02/2012,9.2,
518851,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,2012-2014,01/02/2012,11.7,
216534,386,Ozone (O3),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,31.2,
743606,386,Ozone (O3),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Summer 2021,06/01/2021,28.0,
743648,386,Ozone (O3),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2021,06/01/2021,27.9,
667772,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2019-20,12/01/2019,26.1,
823400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,Summer 2022,06/01/2022,7.0,
174218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,Annual Average 2012,12/01/2011,8.9,
823433,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,Summer 2022,06/01/2022,6.4,
174232,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403.0,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9,
174238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307.0,Upper East Side-Gramercy,Annual Average 2012,12/01/2011,12.1,
823373,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307.0,Upper East Side-Gramercy,Summer 2022,06/01/2022,7.5,
168686,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2012-13,12/01/2012,9.9,
827618,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409.0,Southeast Queens,2017-2019,01/01/2017,3.0,
130920,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,410.0,Rockaways,2005-2007,01/01/2005,30.6,
827587,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2017-2019,01/01/2017,15.0,
130899,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2005-2007,01/01/2005,22.3,
130895,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,206.0,Borough Park,2005-2007,01/01/2005,17.2,
518877,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,410.0,Rockaways,2012-2014,01/02/2012,13.9,
518856,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,15.0,
628578,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,3.0,Manhattan,2015-2017,01/01/2015,14.6,
176619,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Annual Average 2011,12/01/2010,30.5,
336568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Annual Average 2015,01/01/2015,24.8,
667213,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Annual Average 2020,01/01/2020,19.7,
176536,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,Annual Average 2009,12/01/2008,36.7,
667219,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,Annual Average 2020,01/01/2020,21.6,
167627,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Annual Average 2011,12/01/2010,33.5,
336892,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502.0,South Beach and Willowbrook (CD2),Annual Average 2015,01/01/2015,13.6,
167670,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2011,12/01/2010,25.1,
336847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2015,01/01/2015,20.7,
643677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2018-19,12/01/2018,24.0,
213400,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2014,06/01/2014,25.2,
169478,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2012,06/01/2012,10.2,
742460,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2021,06/01/2021,8.6,
823184,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2021-22,12/01/2021,7.3,
169508,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Summer 2012,06/01/2012,9.8,
169567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Summer 2013,06/01/2013,9.9,
742418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2021,06/01/2021,8.8,
169525,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Summer 2013,06/01/2013,10.9,
169466,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Summer 2012,06/01/2012,11.0,
216474,386,Ozone (O3),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2013,06/01/2013,29.6,
